# Cat: 猫咪_005
# Action: 跳跃
# FPS: 60
# Frames: 240
# Generated: 2026-06-07T02:05:36.612Z
frame,root_x,root_y,root_z,root_rot_x,root_rot_y,root_rot_z,root_rot_w,spine1_x,spine1_y,spine1_z,spine1_rot_x,spine1_rot_y,spine1_rot_z,spine1_rot_w,spine2_x,spine2_y,spine2_z,spine2_rot_x,spine2_rot_y,spine2_rot_z,spine2_rot_w,spine3_x,spine3_y,spine3_z,spine3_rot_x,spine3_rot_y,spine3_rot_z,spine3_rot_w,neck_x,neck_y,neck_z,neck_rot_x,neck_rot_y,neck_rot_z,neck_rot_w,head_x,head_y,head_z,head_rot_x,head_rot_y,head_rot_z,head_rot_w,jaw_x,jaw_y,jaw_z,jaw_rot_x,jaw_rot_y,jaw_rot_z,jaw_rot_w,ear_left_x,ear_left_y,ear_left_z,ear_left_rot_x,ear_left_rot_y,ear_left_rot_z,ear_left_rot_w,ear_right_x,ear_right_y,ear_right_z,ear_right_rot_x,ear_right_rot_y,ear_right_rot_z,ear_right_rot_w,shoulder_left_x,shoulder_left_y,shoulder_left_z,shoulder_left_rot_x,shoulder_left_rot_y,shoulder_left_rot_z,shoulder_left_rot_w,elbow_left_x,elbow_left_y,elbow_left_z,elbow_left_rot_x,elbow_left_rot_y,elbow_left_rot_z,elbow_left_rot_w,wrist_left_x,wrist_left_y,wrist_left_z,wrist_left_rot_x,wrist_left_rot_y,wrist_left_rot_z,wrist_left_rot_w,paw_left_x,paw_left_y,paw_left_z,paw_left_rot_x,paw_left_rot_y,paw_left_rot_z,paw_left_rot_w,shoulder_right_x,shoulder_right_y,shoulder_right_z,shoulder_right_rot_x,shoulder_right_rot_y,shoulder_right_rot_z,shoulder_right_rot_w,elbow_right_x,elbow_right_y,elbow_right_z,elbow_right_rot_x,elbow_right_rot_y,elbow_right_rot_z,elbow_right_rot_w,wrist_right_x,wrist_right_y,wrist_right_z,wrist_right_rot_x,wrist_right_rot_y,wrist_right_rot_z,wrist_right_rot_w,paw_right_x,paw_right_y,paw_right_z,paw_right_rot_x,paw_right_rot_y,paw_right_rot_z,paw_right_rot_w,hip_left_x,hip_left_y,hip_left_z,hip_left_rot_x,hip_left_rot_y,hip_left_rot_z,hip_left_rot_w,knee_left_x,knee_left_y,knee_left_z,knee_left_rot_x,knee_left_rot_y,knee_left_rot_z,knee_left_rot_w,ankle_left_x,ankle_left_y,ankle_left_z,ankle_left_rot_x,ankle_left_rot_y,ankle_left_rot_z,ankle_left_rot_w,foot_left_x,foot_left_y,foot_left_z,foot_left_rot_x,foot_left_rot_y,foot_left_rot_z,foot_left_rot_w,hip_right_x,hip_right_y,hip_right_z,hip_right_rot_x,hip_right_rot_y,hip_right_rot_z,hip_right_rot_w,knee_right_x,knee_right_y,knee_right_z,knee_right_rot_x,knee_right_rot_y,knee_right_rot_z,knee_right_rot_w,ankle_right_x,ankle_right_y,ankle_right_z,ankle_right_rot_x,ankle_right_rot_y,ankle_right_rot_z,ankle_right_rot_w,foot_right_x,foot_right_y,foot_right_z,foot_right_rot_x,foot_right_rot_y,foot_right_rot_z,foot_right_rot_w,tail1_x,tail1_y,tail1_z,tail1_rot_x,tail1_rot_y,tail1_rot_z,tail1_rot_w,tail2_x,tail2_y,tail2_z,tail2_rot_x,tail2_rot_y,tail2_rot_z,tail2_rot_w,tail3_x,tail3_y,tail3_z,tail3_rot_x,tail3_rot_y,tail3_rot_z,tail3_rot_w,tail4_x,tail4_y,tail4_z,tail4_rot_x,tail4_rot_y,tail4_rot_z,tail4_rot_w,tail5_x,tail5_y,tail5_z,tail5_rot_x,tail5_rot_y,tail5_rot_z,tail5_rot_w
0,0.000000,1.030000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.230000,-0.200000,0.000000,0.000000,0.000000,1.000000,0.000000,1.330000,-0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.380000,-0.800000,0.000000,0.000000,0.000000,1.000000,0.000000,1.430000,-1.100000,0.000000,0.000000,0.000000,1.000000,0.000000,1.480000,-1.400000,0.000000,0.000000,0.000000,1.000000,0.000000,1.350000,-1.550000,0.000000,0.000000,0.000000,1.000000,0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,-0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,0.400000,0.080000,-0.580000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.080000,-0.580000,0.000000,0.000000,0.000000,1.000000,0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,0.300000,0.080000,0.080000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,-0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.080000,0.080000,0.000000,0.000000,0.000000,1.000000,0.000000,1.103000,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.003000,0.900000,0.000000,0.000000,0.000000,1.000000,0.000000,0.903000,1.250000,0.000000,0.000000,0.000000,1.000000,0.000000,0.803000,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.753000,1.700000,0.000000,0.000000,0.000000,1.000000
1,0.000000,1.043088,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.243088,-0.200000,0.000000,0.000000,0.000000,1.000000,0.000000,1.343088,-0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.393088,-0.800000,0.000000,0.000000,0.000000,1.000000,0.000000,1.443088,-1.100000,0.000000,0.000000,0.000000,1.000000,0.000000,1.493088,-1.400000,0.000000,0.000000,0.000000,1.000000,0.000000,1.350000,-1.550000,0.000000,0.000000,0.000000,1.000000,0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,-0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,0.400000,0.090471,-0.580000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.090471,-0.580000,0.000000,0.000000,0.000000,1.000000,0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,0.300000,0.090471,0.080000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,-0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.090471,0.080000,0.000000,0.000000,0.000000,1.000000,0.000000,1.113431,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.013431,0.900000,0.000000,0.000000,0.000000,1.000000,0.000000,0.913431,1.250000,0.000000,0.000000,0.000000,1.000000,0.000000,0.813431,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.763431,1.700000,0.000000,0.000000,0.000000,1.000000
2,0.000000,1.056168,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.256168,-0.200000,0.000000,0.000000,0.000000,1.000000,0.000000,1.356168,-0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.406168,-0.800000,0.000000,0.000000,0.000000,1.000000,0.000000,1.456168,-1.100000,0.000000,0.000000,0.000000,1.000000,0.000000,1.506168,-1.400000,0.000000,0.000000,0.000000,1.000000,0.000000,1.350000,-1.550000,0.000000,0.000000,0.000000,1.000000,0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,-0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,0.400000,0.100934,-0.580000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.100934,-0.580000,0.000000,0.000000,0.000000,1.000000,0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,0.300000,0.100934,0.080000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,-0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.100934,0.080000,0.000000,0.000000,0.000000,1.000000,0.000000,1.123716,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.023716,0.900000,0.000000,0.000000,0.000000,1.000000,0.000000,0.923716,1.250000,0.000000,0.000000,0.000000,1.000000,0.000000,0.823716,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.773716,1.700000,0.000000,0.000000,0.000000,1.000000
3,0.000000,1.069230,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.269230,-0.200000,0.000000,0.000000,0.000000,1.000000,0.000000,1.369230,-0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.419230,-0.800000,0.000000,0.000000,0.000000,1.000000,0.000000,1.469230,-1.100000,0.000000,0.000000,0.000000,1.000000,0.000000,1.519230,-1.400000,0.000000,0.000000,0.000000,1.000000,0.000000,1.350000,-1.550000,0.000000,0.000000,0.000000,1.000000,0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,-0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,0.400000,0.111384,-0.580000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.111384,-0.580000,0.000000,0.000000,0.000000,1.000000,0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,0.300000,0.111384,0.080000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,-0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.111384,0.080000,0.000000,0.000000,0.000000,1.000000,0.000000,1.133741,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.033741,0.900000,0.000000,0.000000,0.000000,1.000000,0.000000,0.933741,1.250000,0.000000,0.000000,0.000000,1.000000,0.000000,0.833741,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.783741,1.700000,0.000000,0.000000,0.000000,1.000000
4,0.000000,1.082264,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.282264,-0.200000,0.000000,0.000000,0.000000,1.000000,0.000000,1.382264,-0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.432264,-0.800000,0.000000,0.000000,0.000000,1.000000,0.000000,1.482264,-1.100000,0.000000,0.000000,0.000000,1.000000,0.000000,1.532264,-1.400000,0.000000,0.000000,0.000000,1.000000,0.000000,1.350000,-1.550000,0.000000,0.000000,0.000000,1.000000,0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,-0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,0.400000,0.121811,-0.580000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.121811,-0.580000,0.000000,0.000000,0.000000,1.000000,0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,0.300000,0.121811,0.080000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,-0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.121811,0.080000,0.000000,0.000000,0.000000,1.000000,0.000000,1.143396,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.043396,0.900000,0.000000,0.000000,0.000000,1.000000,0.000000,0.943396,1.250000,0.000000,0.000000,0.000000,1.000000,0.000000,0.843396,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.793396,1.700000,0.000000,0.000000,0.000000,1.000000
5,0.000000,1.095263,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.295263,-0.200000,0.000000,0.000000,0.000000,1.000000,0.000000,1.395263,-0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.445263,-0.800000,0.000000,0.000000,0.000000,1.000000,0.000000,1.495263,-1.100000,0.000000,0.000000,0.000000,1.000000,0.000000,1.545263,-1.400000,0.000000,0.000000,0.000000,1.000000,0.000000,1.350000,-1.550000,0.000000,0.000000,0.000000,1.000000,0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,-0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,0.400000,0.132210,-0.580000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.132210,-0.580000,0.000000,0.000000,0.000000,1.000000,0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,0.300000,0.132210,0.080000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,-0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.132210,0.080000,0.000000,0.000000,0.000000,1.000000,0.000000,1.152575,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.052575,0.900000,0.000000,0.000000,0.000000,1.000000,0.000000,0.952575,1.250000,0.000000,0.000000,0.000000,1.000000,0.000000,0.852575,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.802575,1.700000,0.000000,0.000000,0.000000,1.000000
6,0.000000,1.108217,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.308217,-0.200000,0.000000,0.000000,0.000000,1.000000,0.000000,1.408217,-0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.458217,-0.800000,0.000000,0.000000,0.000000,1.000000,0.000000,1.508217,-1.100000,0.000000,0.000000,0.000000,1.000000,0.000000,1.558217,-1.400000,0.000000,0.000000,0.000000,1.000000,0.000000,1.350000,-1.550000,0.000000,0.000000,0.000000,1.000000,0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,-0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,0.400000,0.142574,-0.580000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.142574,-0.580000,0.000000,0.000000,0.000000,1.000000,0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,0.300000,0.142574,0.080000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,-0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.142574,0.080000,0.000000,0.000000,0.000000,1.000000,0.000000,1.161179,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.061179,0.900000,0.000000,0.000000,0.000000,1.000000,0.000000,0.961179,1.250000,0.000000,0.000000,0.000000,1.000000,0.000000,0.861179,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.811179,1.700000,0.000000,0.000000,0.000000,1.000000
7,0.000000,1.121118,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.321118,-0.200000,0.000000,0.000000,0.000000,1.000000,0.000000,1.421118,-0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.471118,-0.800000,0.000000,0.000000,0.000000,1.000000,0.000000,1.521118,-1.100000,0.000000,0.000000,0.000000,1.000000,0.000000,1.571118,-1.400000,0.000000,0.000000,0.000000,1.000000,0.000000,1.350000,-1.550000,0.000000,0.000000,0.000000,1.000000,0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,-0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,0.400000,0.152894,-0.580000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.152894,-0.580000,0.000000,0.000000,0.000000,1.000000,0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,0.300000,0.152894,0.080000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,-0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.152894,0.080000,0.000000,0.000000,0.000000,1.000000,0.000000,1.169112,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.069112,0.900000,0.000000,0.000000,0.000000,1.000000,0.000000,0.969112,1.250000,0.000000,0.000000,0.000000,1.000000,0.000000,0.869112,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.819112,1.700000,0.000000,0.000000,0.000000,1.000000
8,0.000000,1.133956,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.333956,-0.200000,0.000000,0.000000,0.000000,1.000000,0.000000,1.433956,-0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.483956,-0.800000,0.000000,0.000000,0.000000,1.000000,0.000000,1.533956,-1.100000,0.000000,0.000000,0.000000,1.000000,0.000000,1.583956,-1.400000,0.000000,0.000000,0.000000,1.000000,0.000000,1.350000,-1.550000,0.000000,0.000000,0.000000,1.000000,0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,-0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,0.400000,0.163165,-0.580000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.163165,-0.580000,0.000000,0.000000,0.000000,1.000000,0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,0.300000,0.163165,0.080000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,-0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.163165,0.080000,0.000000,0.000000,0.000000,1.000000,0.000000,1.176288,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.076288,0.900000,0.000000,0.000000,0.000000,1.000000,0.000000,0.976288,1.250000,0.000000,0.000000,0.000000,1.000000,0.000000,0.876288,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.826288,1.700000,0.000000,0.000000,0.000000,1.000000
9,0.000000,1.146723,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.346723,-0.200000,0.000000,0.000000,0.000000,1.000000,0.000000,1.446723,-0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.496723,-0.800000,0.000000,0.000000,0.000000,1.000000,0.000000,1.546723,-1.100000,0.000000,0.000000,0.000000,1.000000,0.000000,1.596723,-1.400000,0.000000,0.000000,0.000000,1.000000,0.000000,1.350000,-1.550000,0.000000,0.000000,0.000000,1.000000,0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,-0.150000,1.650000,-1.350000,0.000000,0.000000,0.000000,1.000000,0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,0.400000,0.173378,-0.580000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.300000,-0.700000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.800000,-0.650000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.300000,-0.600000,0.000000,0.000000,0.000000,1.000000,-0.400000,0.173378,-0.580000,0.000000,0.000000,0.000000,1.000000,0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,0.300000,0.173378,0.080000,0.000000,0.000000,0.000000,1.000000,-0.350000,1.100000,0.300000,0.000000,0.000000,0.000000,1.000000,-0.350000,0.600000,0.400000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.200000,0.200000,0.000000,0.000000,0.000000,1.000000,-0.300000,0.173378,0.080000,0.000000,0.000000,0.000000,1.000000,0.000000,1.182628,0.500000,0.000000,0.000000,0.000000,1.000000,0.000000,1.082628,0.900000,0.000000,0.000000,0.000000,1.000000,0.000000,0.982628,1.250000,0.000000,0.000000,0.000000,1.000000,0.000000,0.882628,1.500000,0.000000,0.000000,0.000000,1.000000,0.000000,0.832628,1.700000,0.000000,0.000000,0.000000,1.000000
